,proto,rate,sttl,sload,dload,smean,dmean,ct_flw_http_mthd,is_sm_ips_ports,attack_cat
66530,63,111111.1072,254,9428.090369,0,100,0,0,0,0
66543,132,333333.3215,254,16329.93129,0,100,0,0,0,1
66550,112,111111.1072,254,9428.090369,0,100,0,0,0,1
66568,105,111111.1072,254,9428.090369,0,100,0,0,0,0
66577,29,100000.0025,254,8944.27191,0,100,0,0,0,0
66585,48,200000.0051,254,12649.11064,0,100,0,0,0,1
66598,2,250000.0006,254,14142.13562,0,100,0,0,0,0
66648,26,200000.0051,254,12649.11064,0,100,0,0,0,0
66675,31,111111.1072,254,9428.090369,0,100,0,0,0,1
66681,41,333333.3215,254,16329.93129,0,100,0,0,0,0
66710,80,166666.6608,254,11547.00515,0,100,0,0,0,1
66714,120,333333.3215,254,16329.93129,0,100,0,0,0,1
66742,119,111111.1072,254,12507.77486,0,176,0,0,0,8
66777,113,88.532658,254,175.9960937,10576.70117,73,45,0,0,8
66792,119,100000.0025,254,9465.727653,0,112,0,0,0,8
66819,120,111111.1072,254,9428.090369,0,100,0,0,0,0
66825,120,142857.1409,254,10690.44957,0,100,0,0,0,0
66854,113,36.78706,254,132.8174558,5366.583008,113,44,0,0,8
66890,120,111111.1072,254,9428.090369,0,100,0,0,0,1
66891,119,142857.1409,254,16071.26977,0,226,0,0,0,8
66893,119,111111.1072,254,11155.46682,0,140,0,0,0,8
66913,120,1000000.003,254,28284.27125,0,100,0,0,0,1
66953,120,111111.1072,254,9428.090369,0,100,0,0,0,1
66994,113,80.692448,254,168.4063689,9640.057617,73,45,0,0,8
67021,113,70.862014,62,109.7997734,17347.02148,46,66,0,0,1
67045,120,111111.1072,254,9428.090369,0,100,0,0,0,0
67061,119,226.005725,254,151.3337836,36160.91406,38,60,0,0,1
67068,97,142857.1409,254,24842.35995,0,540,0,0,0,1
67156,119,500000.0013,254,16852.29955,0,71,0,0,0,8
67238,113,62.331336,254,120.3752556,9826.351562,55,48,0,0,1
67301,120,111111.1072,254,9428.090369,0,100,0,0,0,1
67306,120,111111.1072,254,9428.090369,0,100,0,0,0,1
67307,113,16.805958,254,96.4396974,2451.692627,131,44,0,0,9
67353,113,71.581276,254,175.0881921,8551.576172,89,45,0,0,8
67355,113,15.378589,254,63.03256111,2243.464844,61,44,0,0,8
67368,120,62500.00016,254,7071.067812,0,100,0,0,0,1
67380,113,68.906275,254,144.2238115,8232.00293,63,45,0,0,8
67386,120,111111.1072,254,9428.090369,0,100,0,0,0,0
67392,120,111111.1072,254,9428.090369,0,100,0,0,0,0
67422,120,111111.1072,254,9428.090369,0,100,0,0,0,0
67454,97,1.965717,254,32.86082564,1887.088257,206,216,0,0,0
67456,119,250000.0006,254,15811.3883,0,125,0,0,0,8
67460,120,111111.1072,254,9428.090369,0,100,0,0,0,0
67572,120,333333.3215,254,16329.93129,0,100,0,0,0,0
67588,120,333333.3215,254,16329.93129,0,100,0,0,0,0
67605,120,333333.3215,254,16329.93129,0,100,0,0,0,1
67628,120,111111.1072,254,9428.090369,0,100,0,0,0,0
67660,113,3.38854,254,44.48491148,494.328186,138,44,1,0,1
67690,120,200000.0051,254,12649.11064,0,100,0,0,0,1
67717,120,111111.1072,254,9428.090369,0,100,0,0,0,1
67721,120,166666.6608,254,11547.00515,0,100,0,0,0,0
67728,113,18.856832,254,60.24438146,2892.859863,45,47,0,0,1
67734,120,125000.0003,254,10000,0,100,0,0,0,0
67745,113,65.029452,254,111.8760781,10986.15234,45,51,0,0,1
67746,113,30.294707,254,87.78937084,3619.207764,53,45,0,0,8
67757,120,250000.0006,254,14142.13562,0,100,0,0,0,0
67815,120,125000.0003,254,10000,0,100,0,0,0,1
67848,120,333333.3215,254,16329.93129,0,100,0,0,0,1
67860,120,111111.1072,254,9428.090369,0,100,0,0,0,0
67863,97,8.601263,254,41.75151745,940.404724,76,41,0,0,1
67874,120,333333.3215,254,16329.93129,0,100,0,0,0,0
67877,120,111111.1072,254,9428.090369,0,100,0,0,0,1
67910,120,111111.1072,254,9428.090369,0,100,0,0,0,0
67912,120,333333.3215,254,16329.93129,0,100,0,0,0,1
67938,120,111111.1072,254,9428.090369,0,100,0,0,0,1
67943,119,200000.0051,254,16000,0,160,0,0,0,8
67947,113,10.874245,254,48.2001088,1586.360474,50,44,0,0,8
67980,120,111111.1072,254,9428.090369,0,100,0,0,0,0
68013,119,250000.0006,254,12165.52506,0,74,0,0,0,8
68023,113,21.303098,254,108.7173397,3107.746094,131,44,1,0,1
68040,113,6.331541,254,35.55426777,1733.190552,52,72,0,0,1
68043,113,59.632805,62,147.2830966,25985.87109,86,132,1,0,1
68065,120,125000.0003,254,10000,0,100,0,0,0,1
68085,120,1000000.003,254,28284.27125,0,100,0,0,0,1
68144,120,111111.1072,254,9428.090369,0,100,0,0,0,1
68185,120,111111.1072,254,9428.090369,0,100,0,0,0,0
68213,120,125000.0003,254,10000,0,100,0,0,0,1
68217,113,104.469111,254,72.2573154,948697.875,45,1319,1,0,9
68235,113,37.009348,254,101.6999455,4421.383301,58,45,0,0,8
68261,113,28.620492,254,91.12496249,3419.194824,60,45,0,0,8
68278,120,166666.6608,254,11547.00515,0,100,0,0,0,1
68282,113,71.039879,254,170.4700762,8486.897461,85,45,0,0,8
68284,120,250000.0006,254,14142.13562,0,100,0,0,0,1
68294,120,125000.0003,254,10000,0,100,0,0,0,1
68346,120,250000.0006,254,14142.13562,0,100,0,0,0,1
68365,119,200000.0051,254,19879.63782,0,247,0,0,0,8
68375,113,79.596285,254,146.1267576,9509.102539,56,45,0,0,8
68377,120,333333.3215,254,16329.93129,0,100,0,0,0,1
68409,120,200000.0051,254,12649.11064,0,100,0,0,0,0
68427,43,166666.6608,254,10954.45078,0,90,0,0,0,0
68438,77,200000.0051,254,12000,0,90,0,0,0,1
68440,86,333333.3215,254,15491.93287,0,90,0,0,0,0
68450,120,200000.0051,254,12649.11064,0,100,0,0,0,0
68452,113,18.952638,254,62.78653265,3367.584473,55,47,0,0,1
68454,129,333333.3215,254,15491.93287,0,90,0,0,0,0
68471,120,111111.1072,254,9428.090369,0,100,0,0,0,1
68509,84,111111.1072,254,9428.090369,0,100,0,0,0,0
68510,119,142857.1409,254,10583.00524,0,98,0,0,0,8
68532,119,500000.0013,254,38832.97568,0,377,0,0,0,8
68538,130,333333.3215,254,16329.93129,0,100,0,0,0,0
68559,65,125000.0003,254,10000,0,100,0,0,0,0
68589,113,26.239464,254,86.20334166,3134.741211,59,45,0,0,8
68612,0,1000000.003,254,28284.27125,0,100,0,0,0,1
68615,113,43.341579,254,129.3662588,5177.874023,80,45,0,0,8
68625,38,111111.1072,254,9428.090369,0,100,0,0,0,0
68637,119,90909.0902,254,11053.58838,0,168,0,0,0,8
68664,113,28.966531,254,118.3073452,3460.534912,101,45,1,0,9
68669,113,30.03905,254,85.90113151,4382.16748,58,44,0,0,8
68675,113,35.383415,254,138.7744207,127809.7734,179,770,1,0,1
68682,44,166666.6608,254,11547.00515,0,100,0,0,0,0
68692,113,51.214468,254,114.3835166,6118.421875,53,45,0,0,8
68717,52,111111.1072,254,9428.090369,0,100,0,0,0,0
68735,98,250000.0006,254,14142.13562,0,100,0,0,0,1
68751,113,76.94557,254,140.7877114,9192.430664,54,45,0,0,8
68761,113,70.265647,254,118.1267567,93478.10938,47,404,0,0,1
68787,113,24.97308,254,117.6601053,3643.131592,131,44,0,0,9
68832,111,200000.0051,254,12649.11064,0,100,0,0,0,0
68847,71,200000.0051,254,12649.11064,0,100,0,0,0,1
68872,113,82.361918,254,140.9067525,9839.503906,50,45,0,0,8
68892,119,111111.1072,254,12220.20163,0,168,0,0,0,8
68911,113,50.906474,254,211.846993,6081.626953,184,45,0,0,8
68961,119,52631.58129,254,6052.402829,0,87,0,0,0,8
68987,62,111111.1072,254,9428.090369,0,100,0,0,0,0
68999,78,21.499743,254,136.2929835,0,108,0,0,0,1
69039,51,333333.3215,254,16329.93129,0,100,0,0,0,1
69043,119,125000.0003,254,7549.834435,0,57,0,0,0,8
69118,120,111111.1072,254,9428.090369,0,100,0,0,0,0
69127,119,250000.0006,254,14422.2051,0,104,0,0,0,8
69247,120,111111.1072,254,9428.090369,0,100,0,0,0,1
69258,119,100000.0025,254,24066.57433,0,724,0,0,0,8
69272,120,111111.1072,254,9428.090369,0,100,0,0,0,0
69297,120,62500.00016,254,7071.067812,0,100,0,0,0,0
69315,119,90909.0902,254,15135.74947,0,315,0,0,0,8
69341,113,83.97199,254,158.9300959,10031.85352,63,45,0,0,1
69357,120,100000.0025,254,8944.27191,0,100,0,0,0,1
69366,120,125000.0003,254,10000,0,100,0,0,0,0
69421,119,142857.1409,254,9007.932948,0,71,0,0,0,8
69469,113,17.509149,254,68.7396228,2091.759521,56,45,0,0,1
69512,113,26.302593,254,88.47401797,3142.283203,62,45,0,0,1
69540,113,2.825635,254,24.00082778,619.690918,49,61,0,0,1
69609,113,30.040013,254,71.48991269,8971.950195,46,80,0,0,1
69611,113,40.034483,254,139.9268782,4782.786133,102,45,0,0,8
69614,113,47.277152,254,112.9536513,5648.043945,56,45,0,0,8
69632,113,43.395622,254,145.9204755,5184.330078,102,45,1,0,9
69654,30,111111.1072,254,8944.27191,0,90,0,0,0,1
69677,120,111111.1072,254,9428.090369,0,100,0,0,0,0
69678,119,333333.3215,254,23266.5707,0,203,0,0,0,8
69680,120,111111.1072,254,9428.090369,0,100,0,0,0,0
69692,120,250000.0006,254,14142.13562,0,100,0,0,0,1
69694,113,39.121284,254,187.000564,4673.689453,186,45,0,0,8
69698,108,2.300116,254,40.69500729,0,90,0,0,0,0
69716,119,250000.0006,254,10677.07825,0,57,0,0,0,8
69724,113,15.25702,254,88.61308762,1822.705322,107,45,1,0,1
69726,120,111111.1072,254,9428.090369,0,100,0,0,0,1
69766,11,2.904582,254,45.73072083,0,90,0,0,0,0
69772,120,333333.3215,254,16329.93129,0,100,0,0,0,1
69776,119,250000.0006,254,22449.94432,0,252,0,0,0,8
69802,8,125000.0003,254,9486.832981,0,90,0,0,0,1
69808,120,111111.1072,254,9428.090369,0,100,0,0,0,0
69816,43,166666.6608,254,10954.45078,0,90,0,0,0,1
69824,120,333333.3215,254,16329.93129,0,100,0,0,0,1
69830,77,200000.0051,254,12000,0,90,0,0,0,0
69855,119,125000.0003,254,15811.3883,0,250,0,0,0,8
69862,120,111111.1072,254,9428.090369,0,100,0,0,0,1
69863,73,2.281299,254,42.72048163,0,100,0,0,0,0
69878,120,250000.0006,254,14142.13562,0,100,0,0,0,1
69895,119,200000.0051,254,24396.72109,0,372,0,0,0,8
69909,19,333333.3215,254,16329.93129,0,100,0,0,0,1
69941,113,30.070486,254,71.52616436,6206.54834,46,55,0,0,1
69945,120,125000.0003,254,10000,0,100,0,0,0,1
69994,61,125000.0003,254,10000,0,100,0,0,0,1
70012,75,125000.0003,254,10000,0,100,0,0,0,1
70027,100,125000.0003,254,7211.102551,0,52,0,0,0,1
70035,68,125000.0003,254,10000,0,100,0,0,0,0
70061,120,111111.1072,254,9428.090369,0,100,0,0,0,1
70066,0,1000000.003,254,28284.27125,0,100,0,0,0,0
70108,131,166666.6608,254,11547.00515,0,100,0,0,0,1
70109,119,100000.0025,254,9165.15139,0,105,0,0,0,8
70113,20,125000.0003,254,10000,0,100,0,0,0,1
70123,119,111111.1072,254,7999.99975,0,72,0,0,0,8
70147,16,100000.0025,254,8944.27191,0,100,0,0,0,1
70175,52,111111.1072,254,9428.090369,0,100,0,0,0,1
70181,71,0,0,0,0,60,0,0,0,1
70193,56,125000.0003,254,10000,0,100,0,0,0,1
70198,32,100000.0025,254,8944.27191,0,100,0,0,0,1
70199,110,0,0,0,0,60,0,0,0,1
70210,40,333333.3215,254,16329.93129,0,100,0,0,0,0
70211,10,200000.0051,254,12649.11064,0,100,0,0,0,1
70224,110,1000000.003,254,28284.27125,0,100,0,0,0,1
70229,127,100000.0025,254,8944.27191,0,100,0,0,0,1
70246,78,40.742792,254,121.1090635,0,45,0,0,0,1
70279,120,166666.6608,254,11547.00515,0,100,0,0,0,1
70306,111,200000.0051,254,12649.11064,0,100,0,0,0,1
70314,120,111111.1072,254,9428.090369,0,100,0,0,0,0
70315,34,250000.0006,254,14142.13562,0,100,0,0,0,0
70327,92,0.11727,254,9.68587358,0,100,0,0,0,1
70335,120,200000.0051,254,12649.11064,0,100,0,0,0,1
70353,71,200000.0051,254,12649.11064,0,100,0,0,0,0
70363,114,125000.0003,254,10000,0,100,0,0,0,1
70366,74,111111.1072,254,9428.090369,0,100,0,0,0,0
70376,114,125000.0003,254,10000,0,100,0,0,0,0
70379,101,200000.0051,254,12649.11064,0,100,0,0,0,0
70387,113,55.195655,254,432.8546054,5205.821777,620,45,1,0,9
70396,54,250000.0006,254,14142.13562,0,100,0,0,0,0
70421,3,250000.0006,254,14142.13562,0,100,0,0,0,1
70424,113,35.497794,254,114.659116,5178.501953,87,44,0,0,8
70439,113,27.663867,254,109.2601138,4035.669922,102,44,0,0,8
70448,50,111111.1072,254,8944.27191,0,90,0,0,0,0
70455,119,111111.1072,254,7302.967342,0,60,0,0,0,8
70456,12,111111.1072,254,9428.090369,0,100,0,0,0,0
70458,3,125000.0003,254,10000,0,100,0,0,0,0
70472,120,111111.1072,254,9428.090369,0,100,0,0,0,0
70482,3,125000.0003,254,10000,0,100,0,0,0,1
70492,93,100000.0025,254,8944.27191,0,100,0,0,0,1
70501,62,111111.1072,254,9428.090369,0,100,0,0,0,1
70502,11,2.904582,254,45.73072083,0,90,0,0,0,1
70508,4,200000.0051,254,12000,0,90,0,0,0,0
70519,113,77.220473,254,220.2613238,9225.272461,131,45,1,0,9
70559,99,111111.1072,254,9428.090369,0,100,0,0,0,1
70570,122,111111.1072,254,9428.090369,0,100,0,0,0,0
70583,76,333333.3215,254,16329.93129,0,100,0,0,0,0
70589,128,333333.3215,254,16329.93129,0,100,0,0,0,0
70622,24,333333.3215,254,16329.93129,0,100,0,0,0,1
70626,123,250000.0006,254,14142.13562,0,100,0,0,0,0
70640,15,100000.0025,254,8944.27191,0,100,0,0,0,1
70645,127,100000.0025,254,8944.27191,0,100,0,0,0,0
70654,60,111111.1072,254,9428.090369,0,100,0,0,0,0
70666,126,100000.0025,254,8944.27191,0,100,0,0,0,0
70671,87,250000.0006,254,14142.13562,0,100,0,0,0,1
70681,99,111111.1072,254,9428.090369,0,100,0,0,0,0
70684,105,111111.1072,254,9428.090369,0,100,0,0,0,1
70719,122,111111.1072,254,9428.090369,0,100,0,0,0,1
70725,33,333333.3215,254,16329.93129,0,100,0,0,0,1
70749,116,250000.0006,254,14142.13562,0,100,0,0,0,0
70755,113,20.075699,254,81.34463839,2398.376709,69,45,0,0,8
70773,119,200000.0051,254,16049.92212,0,161,0,0,0,8
70777,87,250000.0006,254,14142.13562,0,100,0,0,0,0
70778,117,1000000.003,254,28284.27125,0,100,0,0,0,1
70789,22,333333.3215,254,16329.93129,0,100,0,0,0,1
70791,113,38.045109,254,91.43834907,5550.109863,52,44,0,0,8
70792,118,166666.6608,254,11547.00515,0,100,0,0,0,0
70796,119,100000.0025,254,28635.64213,0,1025,0,0,0,9
70806,70,333333.3215,254,16329.93129,0,100,0,0,0,1
70815,58,111111.1072,254,9428.090369,0,100,0,0,0,0
70829,78,111111.1072,254,9428.090369,0,100,0,0,0,0
70833,26,200000.0051,254,12649.11064,0,100,0,0,0,1
70858,61,125000.0003,254,10000,0,100,0,0,0,0
70862,118,166666.6608,254,11547.00515,0,100,0,0,0,1
70873,41,333333.3215,254,16329.93129,0,100,0,0,0,1
70878,76,333333.3215,254,16329.93129,0,100,0,0,0,1
70880,7,111111.1072,254,9428.090369,0,100,0,0,0,0
70888,72,200000.0051,254,12649.11064,0,100,0,0,0,0
70897,112,111111.1072,254,9428.090369,0,100,0,0,0,0
70908,24,333333.3215,254,16329.93129,0,100,0,0,0,0
70932,100,1000000.003,254,28284.27125,0,100,0,0,0,0
70960,96,250000.0006,254,14142.13562,0,100,0,0,0,1
70977,80,166666.6608,254,11547.00515,0,100,0,0,0,0
71003,48,200000.0051,254,12649.11064,0,100,0,0,0,0
71004,70,333333.3215,254,16329.93129,0,100,0,0,0,0
71052,56,125000.0003,254,10000,0,100,0,0,0,0
71079,27,111111.1072,254,9428.090369,0,100,0,0,0,1
71106,96,250000.0006,254,14142.13562,0,100,0,0,0,0
71139,1,142857.1409,254,10690.44957,0,100,0,0,0,1
71160,82,333333.3215,254,16329.93129,0,100,0,0,0,0
71164,82,333333.3215,254,16329.93129,0,100,0,0,0,1
71167,113,12.763596,254,52.96213777,1861.983521,52,44,0,0,8
71180,14,111111.1072,254,9428.090369,0,100,0,0,0,1
71204,107,111111.1072,254,9428.090369,0,100,0,0,0,0
71256,55,111111.1072,254,9428.090369,0,100,0,0,0,1
71261,121,111111.1072,254,9428.090369,0,100,0,0,0,1
71262,21,111111.1072,254,9428.090369,0,100,0,0,0,1
71281,35,111111.1072,254,9428.090369,0,100,0,0,0,1
71289,102,333333.3215,254,16329.93129,0,100,0,0,0,1
71310,35,111111.1072,254,9428.090369,0,100,0,0,0,0
71312,85,200000.0051,254,12649.11064,0,100,0,0,0,1
71359,51,333333.3215,254,16329.93129,0,100,0,0,0,0
71364,3,111111.1072,254,9428.090369,0,100,0,0,0,1
71376,47,333333.3215,254,16329.93129,0,100,0,0,0,1
71418,95,250000.0006,254,14142.13562,0,100,0,0,0,1
71465,59,333333.3215,254,16329.93129,0,100,0,0,0,1
71478,95,250000.0006,254,14142.13562,0,100,0,0,0,0
71484,97,100000.0025,254,8944.27191,0,100,0,0,0,1
71491,113,64.797056,62,139.1140564,7741.088379,62,45,1,0,1
71500,119,111111.1072,254,6733.003193,0,51,0,0,0,8
71503,120,333333.3215,254,16329.93129,0,100,0,0,0,0
71523,119,250000.0006,254,21540.65923,0,232,0,0,0,8
71542,106,250000.0006,254,14142.13562,0,100,0,0,0,0
71553,119,111111.1072,254,7999.99975,0,72,0,0,0,8
71564,97,100000.0025,254,8944.27191,0,100,0,0,0,0
71616,13,333333.3215,254,16329.93129,0,100,0,0,0,1
71617,113,37.680311,254,109.3220363,5496.892578,75,44,0,0,8
71620,23,333333.3215,254,15491.93287,0,90,0,0,0,1
71624,25,333333.3215,254,15491.93287,0,90,0,0,0,1
71657,120,111111.1072,254,9428.090369,0,100,0,0,0,0
71671,113,55.041229,254,185.4843322,6575.592285,130,45,1,0,9
71680,120,111111.1072,254,9428.090369,0,100,0,0,0,0
71688,60,111111.1072,254,9428.090369,0,100,0,0,0,1
71695,126,100000.0025,254,8944.27191,0,100,0,0,0,1
71703,113,82.817104,62,118.701096,20494.47266,46,66,0,0,1
71715,119,111111.1072,254,6394.441962,0,46,0,0,0,9
71716,86,333333.3215,254,15491.93287,0,90,0,0,0,1
71789,22,333333.3215,254,16329.93129,0,100,0,0,0,0
71790,84,111111.1072,254,9428.090369,0,100,0,0,0,1
71793,116,250000.0006,254,14142.13562,0,100,0,0,0,1
71794,119,111111.1072,254,13597.38504,0,208,0,0,0,8
71796,117,1000000.003,254,28284.27125,0,100,0,0,0,0
71805,130,333333.3215,254,16329.93129,0,100,0,0,0,1
71836,66,111111.1072,254,9428.090369,0,100,0,0,0,1
71839,120,200000.0051,254,12649.11064,0,100,0,0,0,0
71851,113,46.597307,254,112.8014667,5566.825195,57,45,0,0,8
71852,78,111111.1072,254,9428.090369,0,100,0,0,0,1
71897,67,1000000.003,254,28284.27125,0,100,0,0,0,0
71899,120,333333.3215,254,16329.93129,0,100,0,0,0,1
71908,72,200000.0051,254,12649.11064,0,100,0,0,0,1
71965,120,111111.1072,254,9428.090369,0,100,0,0,0,1
71968,38,111111.1072,254,9428.090369,0,100,0,0,0,1
71974,120,111111.1072,254,9428.090369,0,100,0,0,0,0
71995,120,111111.1072,254,9428.090369,0,100,0,0,0,0
72009,120,200000.0051,254,12649.11064,0,100,0,0,0,0
72038,83,111111.1072,254,9428.090369,0,100,0,0,0,1
72062,31,111111.1072,254,9428.090369,0,100,0,0,0,0
72074,120,125000.0003,254,10000,0,100,0,0,0,0
72076,44,166666.6608,254,11547.00515,0,100,0,0,0,1
72085,120,142857.1409,254,10690.44957,0,100,0,0,0,1
72086,98,250000.0006,254,14142.13562,0,100,0,0,0,0
72091,53,111111.1072,254,9428.090369,0,100,0,0,0,0
72107,120,200000.0051,254,12649.11064,0,100,0,0,0,1
72112,5,142857.1409,254,10690.44957,0,100,0,0,0,0
72118,120,1000000.003,254,28284.27125,0,100,0,0,0,0
72125,69,111111.1072,254,9428.090369,0,100,0,0,0,0
72126,120,111111.1072,254,9428.090369,0,100,0,0,0,1
72136,1,142857.1409,254,10690.44957,0,100,0,0,0,0
72156,46,333333.3215,254,16329.93129,0,100,0,0,0,1
72215,113,25.604829,254,83.28986529,3058.923584,56,45,0,0,8
72262,120,111111.1072,254,9428.090369,0,100,0,0,0,1
72312,120,111111.1072,254,9428.090369,0,100,0,0,0,0
72339,120,111111.1072,254,9428.090369,0,100,0,0,0,1
72342,120,142857.1409,254,10690.44957,0,100,0,0,0,0
72373,78,0.634553,254,18.02474377,0,64,0,0,0,0
72422,113,13.869614,254,87.12495797,2023.332031,129,44,0,0,9
72473,119,100000.0025,254,10119.28851,0,128,0,0,0,8
72574,119,333333.3215,254,12110.60098,0,55,0,0,0,8
72612,113,14.067572,254,87.40434224,2052.210449,128,44,0,0,9
72651,119,142857.1409,254,13093.07359,0,150,0,0,0,8
72679,113,20.975069,254,86.83981977,3059.892334,85,44,0,0,1
72683,113,2.966789,254,25.12077881,432.802216,50,44,0,0,8
72694,119,125000.0003,254,10908.71211,0,119,0,0,0,8
72726,119,166666.6608,254,9933.109483,0,74,0,0,0,8
72831,113,22.858618,254,66.24843011,3980.088867,45,53,0,0,1
72848,120,166666.6608,254,11547.00515,0,100,0,0,0,1
72860,78,0.89295,254,27.77604594,0,108,0,0,0,1
72865,120,125000.0003,254,10000,0,100,0,0,0,1
72892,113,8.915252,254,74.49062048,1065.075439,130,45,1,0,9
72898,120,1000000.003,254,28284.27125,0,100,0,0,0,0
72912,113,35.243286,254,77.43421477,6879.489258,46,52,0,0,1
72937,119,142857.1409,254,11109.84104,0,108,0,0,0,8
72945,120,111111.1072,254,9428.090369,0,100,0,0,0,1
72970,119,166666.6608,254,9309.493219,0,65,0,0,0,8
72975,113,27.268513,254,115.4821203,3257.678223,102,45,0,0,8
73091,120,333333.3215,254,16329.93129,0,100,0,0,0,0
73112,120,111111.1072,254,9428.090369,0,100,0,0,0,0
73166,113,84.120327,254,143.345007,10049.5752,51,45,0,0,8
73167,120,111111.1072,254,9428.090369,0,100,0,0,0,1
73207,120,111111.1072,254,9428.090369,0,100,0,0,0,0
73214,113,23.386232,254,63.07755217,5637.641113,46,65,0,0,1
73309,119,500000.0013,254,38574.60304,0,372,0,0,0,8
73318,120,111111.1072,254,9428.090369,0,100,0,0,0,0
73389,113,57.760285,254,122.6094497,6900.428711,54,45,0,0,8
73431,113,7.866475,254,36.98565396,1361.314209,46,46,0,0,1
73472,120,111111.1072,254,9428.090369,0,100,0,0,0,1
73488,120,500000.0013,254,20000,0,100,0,0,0,1
73499,120,200000.0051,254,12649.11064,0,100,0,0,0,1
73504,119,333333.3215,254,13266.49916,0,66,0,0,0,8
73513,120,250000.0006,254,14142.13562,0,100,0,0,0,0
73535,78,22.972382,254,170.8462451,0,159,0,0,0,1
73602,18,111111.1072,254,9428.090369,0,100,0,0,0,0
73604,119,250000.0006,254,17549.92877,0,154,0,0,0,8
73609,113,32.950652,254,81.17961795,7660.057617,47,71,0,0,1
73616,119,100000.0025,254,24281.68034,0,737,0,0,0,8
73618,120,111111.1072,254,9428.090369,0,100,0,0,0,0
73623,113,80.648629,254,167.4640761,9634.823242,72,45,0,0,8
73627,119,100000.0025,254,12263.76777,0,188,0,0,0,8
73651,120,111111.1072,254,9428.090369,0,100,0,0,0,1
73652,49,111111.1072,254,9428.090369,0,100,0,0,0,0
73667,113,82.021445,254,168.8833616,9798.829102,72,45,0,0,8
73676,81,250000.0006,254,14142.13562,0,100,0,0,0,1
73695,124,111111.1072,254,9428.090369,0,100,0,0,0,1
73700,113,81.820115,254,157.8510473,9774.776367,63,45,0,0,8
73722,113,12.229617,254,82.12791031,1784.085327,130,44,1,0,9
73727,28,100000.0025,254,8944.27191,0,100,0,0,0,0
73743,119,250000.0006,254,14212.6704,0,101,0,0,0,8
73754,113,17.415766,254,66.52558395,2540.652832,60,44,0,0,8
73762,120,1000000.003,254,28284.27125,0,100,0,0,0,0
73784,120,333333.3215,254,16329.93129,0,100,0,0,0,0
73822,64,250000.0006,254,14142.13562,0,100,0,0,0,1
73845,7,111111.1072,254,9428.090369,0,100,0,0,0,1
73879,113,82.015618,254,157.3460557,9798.132812,63,45,0,0,8
73880,27,111111.1072,254,9428.090369,0,100,0,0,0,0
73956,120,200000.0051,254,12649.11064,0,100,0,0,0,1
73963,120,111111.1072,254,9428.090369,0,100,0,0,0,0
73966,120,111111.1072,254,9428.090369,0,100,0,0,0,0
73970,120,111111.1072,254,9428.090369,0,100,0,0,0,1
73993,113,80.000852,254,157.0401086,9557.435547,64,45,0,0,8
74014,88,250000.0006,254,14142.13562,0,100,0,0,0,0
74041,104,333333.3215,254,16329.93129,0,100,0,0,0,0
74054,120,111111.1072,254,9428.090369,0,100,0,0,0,0
74055,120,142857.1409,254,10690.44957,0,100,0,0,0,0
74057,113,17.96611,254,63.63782257,2620.938232,53,44,0,0,8
74064,14,111111.1072,254,9428.090369,0,100,0,0,0,0
74075,120,1000000.003,254,28284.27125,0,100,0,0,0,0
74087,120,111111.1072,254,9428.090369,0,100,0,0,0,1
74093,125,333333.3215,254,16329.93129,0,100,0,0,0,0
74104,113,21.827221,254,91.83142568,3184.206299,91,44,0,0,8
74113,120,1000000.003,254,28284.27125,0,100,0,0,0,1
74121,79,200000.0051,254,12649.11064,0,100,0,0,0,1
74122,113,56.090705,254,189.3888506,6700.969727,133,45,0,0,8
74124,119,333333.3215,254,28982.75349,0,315,0,0,0,8
74142,113,8.349713,254,54.50259813,1218.075806,84,44,0,0,8
74187,120,111111.1072,254,9428.090369,0,100,0,0,0,1
74192,109,111111.1072,254,9428.090369,0,100,0,0,0,1
74218,103,200000.0051,254,12649.11064,0,100,0,0,0,0
74225,113,9.329387,254,54.95931556,1360.99292,76,44,0,0,8
74228,102,333333.3215,254,16329.93129,0,100,0,0,0,0
74252,120,111111.1072,254,9428.090369,0,100,0,0,0,1
74280,120,250000.0006,254,14142.13562,0,100,0,0,0,1
74291,17,125000.0003,254,10000,0,100,0,0,0,1
74302,18,111111.1072,254,9428.090369,0,100,0,0,0,1
74340,28,100000.0025,254,8944.27191,0,100,0,0,0,1
74350,90,1000000.003,254,28284.27125,0,100,0,0,0,0
74371,120,111111.1072,254,9428.090369,0,100,0,0,0,1
74397,120,111111.1072,254,9428.090369,0,100,0,0,0,1
74439,120,166666.6608,254,11547.00515,0,100,0,0,0,0
74448,120,333333.3215,254,16329.93129,0,100,0,0,0,0
74460,120,166666.6608,254,11547.00515,0,100,0,0,0,0
74511,120,142857.1409,254,10690.44957,0,100,0,0,0,1
74571,120,111111.1072,254,9428.090369,0,100,0,0,0,0
74584,120,111111.1072,254,9428.090369,0,100,0,0,0,0
74601,113,12.228149,254,58.85713719,1783.871094,67,44,0,0,8
74617,119,125000.0003,254,9055.385138,0,82,0,0,0,8
74623,45,52631.58129,254,6155.870369,0,90,0,0,0,1
74650,50,111111.1072,254,8944.27191,0,90,0,0,0,1
74651,120,111111.1072,254,9428.090369,0,100,0,0,0,0
74676,120,166666.6608,254,11547.00515,0,100,0,0,0,1
74690,120,111111.1072,254,9428.090369,0,100,0,0,0,0
74695,97,1.965717,254,32.86082564,1887.088257,206,216,0,0,1
